clave,slug,seccion_album,equipo,nombre,apodo,dorsal,posicion,minutos,partidos,titularidades,sustituido,goles,asistencias,amarillas,rojas,partidos_equipo,minutos_por_partido_equipo,cromo_id,cromos,consultado_en
rc-celta-84374,pablo-duran,RC CELTA DE VIGO,Celta,Pablo Durán,P. Durán,11,Delantero,201,4,2,2,0,0,0,0,6,33.5,RC-CELTA-DE-VIGO-19,RC CELTA DE VIGO 18A,2026-09-17
rc-celta-84376,hugo-gonzalez-1,RC CELTA DE VIGO,Celta,Hugo González,H. González,16,Centrocampista,190,3,3,3,0,2,0,0,6,31.7,,,2026-09-17
rc-celta-84367,hugo-alvarez-1,RC CELTA DE VIGO,Celta,Hugo Álvarez,Hugo A.,23,Centrocampista,189,4,2,2,0,0,0,0,6,31.5,RC-CELTA-DE-VIGO-14,RC CELTA DE VIGO 13,2026-09-17
rc-celta-84352,alvaro-nunez,RC CELTA DE VIGO,Celta,Álvaro Núñez,Álvaro N.c.,15,Defensa,174,2,2,1,0,0,0,0,6,29.0,RC-CELTA-DE-VIGO-05,RC CELTA DE VIGO 5,2026-09-17
rc-celta-84359,febas,RC CELTA DE VIGO,Celta,Aleix Febas,Febas,14,Centrocampista,167,2,2,1,0,0,0,0,6,27.8,ULTIMOS-FICHAJES-10,ÚLTIMOS FICHAJES UF10,2026-09-17
rc-celta-87149,sebastian-caceres,RC CELTA DE VIGO,Celta,Sebastián Cáceres,S. Caceres,21,Defensa,90,1,1,0,0,0,0,0,6,15.0,,,2026-09-17
rc-celta-86878,couhaib-driouech,RC CELTA DE VIGO,Celta,Couhaib Driouech,Driouech,24,Delantero,63,3,0,0,0,0,1,0,6,10.5,,,2026-09-17
rc-celta-86290,abdoulaye-faye,RC CELTA DE VIGO,Celta,Abdoulaye Faye,Faye,4,Defensa,45,1,1,1,0,0,0,0,6,7.5,,,2026-09-17
rc-celta-84370,b-iglesias,RC CELTA DE VIGO,Celta,Borja Iglesias,B. Iglesias,7,Delantero,21,1,0,0,0,0,0,0,6,3.5,RC-CELTA-DE-VIGO-22,RC CELTA DE VIGO 20,2026-09-17
rc-celta-86396,altay-bayindir,RC CELTA DE VIGO,Celta,Altay Bayindir,Altay Bayindir,1,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rc-celta-84368,andres-antanon-1,RC CELTA DE VIGO,Celta,Andrés Antañón,Antañon,28,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rc-celta-86960,quique-ribes-1,RC CELTA DE VIGO,Celta,Enrique Ribes,Ribes,27,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rc-celta-84369,hugo-burcio-1,RC CELTA DE VIGO,Celta,Hugo Burcio,Burcio,30,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rc-celta-84343,ivan-villar,RC CELTA DE VIGO,Celta,Iván Villar,Iván Villar,25,Portero,0,0,0,0,0,0,0,0,6,0.0,RC-CELTA-DE-VIGO-04,RC CELTA DE VIGO 4,2026-09-17
rc-celta-84378,jones-el-abdellaoui,RC CELTA DE VIGO,Celta,Jones El Abdellaoui,El-Abdellaoui,39,Delantero,0,0,0,0,0,0,0,0,6,0.0,RC-CELTA-DE-VIGO-20,RC CELTA DE VIGO 18B,2026-09-17
rcd-espanyol-84465,dmitrovic,RCD ESPANYOL,RCD Espanyol de Barcelona,Marko Dmitrovic,Dmitrovic,13,Portero,540,6,6,0,0,0,0,0,6,90.0,RCD-ESPANYOL-03,RCD ESPANYOL 3,2026-09-17
rcd-espanyol-84475,omar-1,RCD ESPANYOL,RCD Espanyol de Barcelona,Omar El Hilali,El Hilali,23,Defensa,525,6,6,1,0,1,1,0,6,87.5,RCD-ESPANYOL-05,RCD ESPANYOL 5,2026-09-17
rcd-espanyol-84492,roberto-fernandez-2,RCD ESPANYOL,RCD Espanyol de Barcelona,Roberto Fernández,Roberto,9,Delantero,523,6,6,2,6,0,0,0,6,87.2,RCD-ESPANYOL-20,RCD ESPANYOL 20,2026-09-17
rcd-espanyol-84476,roger-hinojo,RCD ESPANYOL,RCD Espanyol de Barcelona,Roger Hinojo,R. Hinojo,21,Defensa,491,6,6,2,0,0,2,0,6,81.8,,,2026-09-17
rcd-espanyol-84486,javi-hernandez-1,RCD ESPANYOL,RCD Espanyol de Barcelona,Javi Hernández,Javi H.,28,Delantero,471,6,6,5,0,4,1,0,6,78.5,,,2026-09-17
rcd-espanyol-84480,edu-exposito,RCD ESPANYOL,RCD Espanyol de Barcelona,Edu Expósito,Edu Expósito,8,Centrocampista,468,6,5,4,0,0,1,0,6,78.0,RCD-ESPANYOL-13,RCD ESPANYOL 13,2026-09-17
rcd-espanyol-84497,tyrhys-dolan,RCD ESPANYOL,RCD Espanyol de Barcelona,Tyrhys Dolan,Dolan,24,Delantero,410,5,5,3,1,0,0,0,6,68.3,RCD-ESPANYOL-16,RCD ESPANYOL 16,2026-09-17
rcd-espanyol-84479,gonzalez-de-zarate,RCD ESPANYOL,RCD Espanyol de Barcelona,Urko González de Zárate Quirós,Urko,4,Defensa,397,6,5,4,0,0,2,0,6,66.2,RCD-ESPANYOL-12,RCD ESPANYOL 12,2026-09-17
rcd-espanyol-86398,nunez-2,RCD ESPANYOL,RCD Espanyol de Barcelona,Unai Núñez,Nuñez,14,Defensa,356,4,4,1,0,0,0,0,6,59.3,,,2026-09-17
rcd-espanyol-84477,clemens-riedel,RCD ESPANYOL,RCD Espanyol de Barcelona,Clemens Riedel,Riedel,5,Defensa,340,5,4,1,0,0,2,0,6,56.7,RCD-ESPANYOL-07,RCD ESPANYOL 7,2026-09-17
rcd-espanyol-84478,cala,RCD ESPANYOL,RCD Espanyol de Barcelona,Álex Calatrava Torrado,Cala,22,Delantero,327,6,4,3,1,0,3,0,6,54.5,ULTIMOS-FICHAJES-02,ÚLTIMOS FICHAJES UF2,2026-09-17
rcd-espanyol-84472,cabrera,RCD ESPANYOL,RCD Espanyol de Barcelona,Leandro Cabrera,Cabrera,6,Defensa,270,3,3,0,0,0,0,0,6,45.0,RCD-ESPANYOL-08,RCD ESPANYOL 8,2026-09-17
rcd-espanyol-85597,gabriel-moscardo,RCD ESPANYOL,RCD Espanyol de Barcelona,Gabriel Silva Moscardo de Salles,G. Moscardo,20,Centrocampista,173,4,2,2,0,0,1,0,6,28.8,ULTIMOS-FICHAJES-16,ÚLTIMOS FICHAJES UF16,2026-09-17
rcd-espanyol-84490,marcos-fernandez-2,RCD ESPANYOL,RCD Espanyol de Barcelona,Marcos Fernández,Marcos,18,Delantero,166,5,1,1,1,1,2,0,6,27.7,RCD-ESPANYOL-15,RCD ESPANYOL 15,2026-09-17
rcd-espanyol-86632,vanja-drkusic,RCD ESPANYOL,RCD Espanyol de Barcelona,Vanja Drkusic,Vanja,16,Defensa,115,3,1,0,0,0,0,0,6,19.2,,,2026-09-17
rcd-espanyol-84487,rafael-bauza,RCD ESPANYOL,RCD Espanyol de Barcelona,Rafel Bauzà,Bauza,26,Centrocampista,107,4,1,1,0,1,1,0,6,17.8,,,2026-09-17
rcd-espanyol-85596,quilindschy-hartman,RCD ESPANYOL,RCD Espanyol de Barcelona,Quilindschy Hartman,Quilindschy,3,Defensa,94,2,1,0,0,0,0,0,6,15.7,RCD-ESPANYOL-10,RCD ESPANYOL 10,2026-09-17
rcd-espanyol-86917,bryan-zaragoza,RCD ESPANYOL,RCD Espanyol de Barcelona,Bryan Zaragoza,Bryan,15,Centrocampista,70,3,0,0,0,0,0,0,6,11.7,,,2026-09-17
rcd-espanyol-84482,pere-milla,RCD ESPANYOL,RCD Espanyol de Barcelona,Pere Milla,Pere Milla,11,Delantero,40,4,0,0,0,0,1,0,6,6.7,RCD-ESPANYOL-17,RCD ESPANYOL 17,2026-09-17
rcd-espanyol-84481,pol-lozano,RCD ESPANYOL,RCD Espanyol de Barcelona,Pol Lozano,Pol Lozano,10,Centrocampista,39,3,0,0,0,0,1,0,6,6.5,RCD-ESPANYOL-11,RCD ESPANYOL 11,2026-09-17
rcd-espanyol-84494,j-carreras,RCD ESPANYOL,RCD Espanyol de Barcelona,Jofre Carreras,Jofre,17,Delantero,18,3,0,0,0,0,0,0,6,3.0,RCD-ESPANYOL-14,RCD ESPANYOL 14,2026-09-17
rcd-espanyol-84498,adama-timera,RCD ESPANYOL,RCD Espanyol de Barcelona,Adama Timera,Timera,27,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rcd-espanyol-87081,gorosabel,RCD ESPANYOL,RCD Espanyol de Barcelona,Andoni Gorosabel,Gorosabel,2,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rcd-espanyol-84491,puado,RCD ESPANYOL,RCD Espanyol de Barcelona,Javi Puado,Puado,7,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,RCD-ESPANYOL-18,RCD ESPANYOL 18,2026-09-17
rcd-espanyol-84468,jose-angel-lopez,RCD ESPANYOL,RCD Espanyol de Barcelona,José Ángel López Gálvez,Jose Angel,32,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rcd-espanyol-84495,kike-g,RCD ESPANYOL,RCD Espanyol de Barcelona,Kike García,Kike G.,19,Delantero,0,0,0,0,0,0,0,0,6,0.0,RCD-ESPANYOL-19,RCD ESPANYOL 19,2026-09-17
rcd-espanyol-84467,llorenc-serred,RCD ESPANYOL,RCD Espanyol de Barcelona,Llorenç Serred Martínez,Llorenç,31,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rcd-espanyol-84464,angel-f,RCD ESPANYOL,RCD Espanyol de Barcelona,Ángel Fortuño,Àngel Fortuño,1,Portero,0,0,0,0,0,0,0,0,6,0.0,RCD-ESPANYOL-04,RCD ESPANYOL 4,2026-09-17
real-betis-84696,a-valles,REAL BETIS,Real Betis,Álvaro Valles,Á.valles,1,Portero,450,5,5,0,0,0,0,0,5,90.0,REAL-BETIS-03,REAL BETIS 3,2026-09-17
real-betis-85601,fran-garcia-1,REAL BETIS,Real Betis,Fran García,Fran García,11,Defensa,391,5,4,0,0,1,1,0,5,78.2,,,2026-09-17
real-betis-84701,hector-bellerin,REAL BETIS,Real Betis,Héctor Bellerín,Bellerín,2,Defensa,379,5,4,0,0,0,1,0,5,75.8,REAL-BETIS-06,REAL BETIS 5B,2026-09-17
real-betis-84710,p-fornals,REAL BETIS,Real Betis,Pablo Fornals,P. Fornals,8,Centrocampista,376,5,4,2,0,0,0,0,5,75.2,REAL-BETIS-16,REAL BETIS 15,2026-09-17
real-betis-84719,antony,REAL BETIS,Real Betis,Antony Matheus dos Santos,Antony,7,Delantero,371,5,4,1,0,0,0,0,5,74.2,REAL-BETIS-19,REAL BETIS 18,2026-09-17
real-betis-84703,natan,REAL BETIS,Real Betis,Natan Bernardo de Souza,Natan,4,Defensa,360,4,4,0,1,0,2,0,5,72.0,REAL-BETIS-09,REAL BETIS 8,2026-09-17
real-betis-84716,marc-roca,REAL BETIS,Real Betis,Marc Roca,Marc Roca,21,Centrocampista,337,4,4,1,0,1,1,0,5,67.4,REAL-BETIS-11,REAL BETIS 10,2026-09-17
real-betis-84721,cucho,REAL BETIS,Real Betis,Cucho Hernández,C. Hernández,9,Delantero,336,5,4,4,1,1,0,0,5,67.2,REAL-BETIS-20,REAL BETIS 19,2026-09-17
real-betis-84704,bartra,REAL BETIS,Real Betis,Marc Bartra,Bartra,5,Defensa,321,4,3,0,1,0,0,0,5,64.2,REAL-BETIS-08,REAL BETIS 7,2026-09-17
real-betis-85602,facundo-bernal,REAL BETIS,Real Betis,Facundo Bernal,F. Bernal,6,Centrocampista,296,5,4,3,0,0,1,0,5,59.2,REAL-BETIS-14,REAL BETIS 13,2026-09-17
real-betis-84713,riquelme,REAL BETIS,Real Betis,Rodrigo Riquelme,Riquelme,17,Centrocampista,279,5,4,4,2,0,0,0,5,55.8,REAL-BETIS-18,REAL BETIS 17,2026-09-17
real-betis-84717,isco,REAL BETIS,Real Betis,Francisco Román Alarcón Suárez,Isco,22,Centrocampista,237,5,3,3,0,0,0,0,5,47.4,REAL-BETIS-17,REAL BETIS 16,2026-09-17
real-betis-84714,nelson-deossa,REAL BETIS,Real Betis,Nelson Deossa,N. Deossa,18,Centrocampista,168,5,1,0,0,0,0,0,5,33.6,,,2026-09-17
real-betis-84702,llorente-r,REAL BETIS,Real Betis,Diego Llorente,Llorente R.,3,Defensa,129,2,2,1,0,0,0,0,5,25.8,REAL-BETIS-07,REAL BETIS 6,2026-09-17
real-betis-86802,troy-parrott,REAL BETIS,Real Betis,Troy Parrott,Parrott,19,Delantero,98,3,1,1,1,0,0,0,5,19.6,,,2026-09-17
real-betis-84705,valentin-gomez,REAL BETIS,Real Betis,Valentín Gómez,V. Gómez,16,Defensa,90,1,1,0,0,0,0,0,5,18.0,REAL-BETIS-10,REAL BETIS 9,2026-09-17
real-betis-84720,abdessamad-ezzalzouli,REAL BETIS,Real Betis,Abde Ezzalzouli,Ez Abde,10,Delantero,82,2,1,1,0,0,0,0,5,16.4,REAL-BETIS-21,REAL BETIS 20,2026-09-17
real-betis-84708,angel-ortiz,REAL BETIS,Real Betis,Ángel Ortiz,Á. Ortiz,12,Centrocampista,71,1,1,1,0,0,0,0,5,14.2,,,2026-09-17
real-betis-84706,junior,REAL BETIS,Real Betis,Junior Firpo,J. Firpo,23,Defensa,59,1,1,1,0,0,1,0,5,11.8,,,2026-09-17
real-betis-87171,d-ceballos,REAL BETIS,Real Betis,Dani Ceballos,D. Ceballos,25,Centrocampista,33,1,0,0,0,0,0,0,5,6.6,,,2026-09-17
real-betis-84712,fidalgo,REAL BETIS,Real Betis,Álvaro Fidalgo,Fidalgo,15,Centrocampista,30,1,0,0,0,0,0,0,5,6.0,REAL-BETIS-13,REAL BETIS 12,2026-09-17
real-betis-84715,lo-celso,REAL BETIS,Real Betis,Giovani Lo Celso,Lo Celso,20,Centrocampista,6,1,0,0,0,0,0,0,5,1.2,REAL-BETIS-15,REAL BETIS 14,2026-09-17
real-betis-84722,aitor-r,REAL BETIS,Real Betis,Aitor Ruibal,Aitor Ruibal,24,Delantero,0,0,0,0,0,0,0,0,5,0.0,REAL-BETIS-05,REAL BETIS 5A,2026-09-17
real-betis-85894,diego-conde,REAL BETIS,Real Betis,Diego Conde,Diego Conde,13,Portero,0,0,0,0,0,0,0,0,5,0.0,REAL-BETIS-22,REAL BETIS 4BIS,2026-09-17
real-betis-84711,losada,REAL BETIS,Real Betis,Iker Losada,Iker,14,Centrocampista,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
real-betis-84723,jose-morante,REAL BETIS,Real Betis,José Antonio Morante,Morante,27,Delantero,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
real-betis-84700,manu-gonzalez,REAL BETIS,Real Betis,Manu González,Manu G.,31,Portero,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
real-betis-86870,alvaro-de-pablo,REAL BETIS,Real Betis,Álvaro de Pablo,Á. De Pablo,40,Portero,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
real-madrid-84767,kylian-mbappe-lottin,REAL MADRID CF,Real Madrid,Kylian Mbappé,Mbappé,10,Delantero,540,6,6,0,7,2,0,0,6,90.0,REAL-MADRID-CF-23,REAL MADRID CF 20,2026-09-17
real-madrid-84728,courtois,REAL MADRID CF,Real Madrid,Thibaut Courtois,Courtois,1,Portero,540,6,6,0,0,0,0,0,6,90.0,REAL-MADRID-CF-03,REAL MADRID CF 3,2026-09-17
real-madrid-84765,vini-jr,REAL MADRID CF,Real Madrid,Vinícius José Paixão de Oliveira Júnior,Vini Jr.,7,Delantero,511,6,6,3,1,3,2,0,6,85.2,REAL-MADRID-CF-22,REAL MADRID CF 19,2026-09-17
real-madrid-84755,valverde-1,REAL MADRID CF,Real Madrid,Federico Valverde,Valverde,8,Centrocampista,474,6,6,3,0,1,0,0,6,79.0,REAL-MADRID-CF-13,REAL MADRID CF 12,2026-09-17
real-madrid-84743,dean-huijsen,REAL MADRID CF,Real Madrid,Dean Huijsen,Huijsen,4,Defensa,450,5,5,0,0,0,0,0,6,75.0,REAL-MADRID-CF-09,REAL MADRID CF 9,2026-09-17
real-madrid-84735,ibrahima-konate,REAL MADRID CF,Real Madrid,Ibrahima Konaté,Konaté,16,Defensa,450,5,5,0,0,0,3,0,6,75.0,,,2026-09-17
real-madrid-84753,jude-bellingham,REAL MADRID CF,Real Madrid,Jude Bellingham,Bellingham,5,Centrocampista,447,6,5,3,3,2,0,0,6,74.5,REAL-MADRID-CF-15,REAL MADRID CF 14,2026-09-17
real-madrid-84734,cucurella,REAL MADRID CF,Real Madrid,Marc Cucurella,Cucurella,17,Defensa,340,6,3,1,0,0,0,0,6,56.7,,,2026-09-17
real-madrid-85545,denzel-dumfries,REAL MADRID CF,Real Madrid,Denzel Dumfries,Dumfries,24,Defensa,325,5,4,2,0,0,0,0,6,54.2,ULTIMOS-FICHAJES-03,ÚLTIMOS FICHAJES UF3,2026-09-17
real-madrid-84757,arda-guler,REAL MADRID CF,Real Madrid,Arda Güler,Arda Güler,15,Centrocampista,295,6,4,4,1,2,1,0,6,49.2,REAL-MADRID-CF-16,REAL MADRID CF 15A,2026-09-17
real-madrid-84752,bernardo-silva,REAL MADRID CF,Real Madrid,Bernardo Mota Veiga de Carvalho e Silva,Bernardo,20,Centrocampista,274,5,3,3,0,0,0,0,6,45.7,,,2026-09-17
real-madrid-86389,yan-diomande,REAL MADRID CF,Real Madrid,Yan Diomande,Yan Diomande,25,Delantero,244,6,2,2,0,1,1,0,6,40.7,,,2026-09-17
real-madrid-84754,eduardo-camavinga,REAL MADRID CF,Real Madrid,Eduardo Camavinga,Camavinga,6,Centrocampista,221,5,2,1,0,0,2,0,6,36.8,REAL-MADRID-CF-14,REAL MADRID CF 13,2026-09-17
real-madrid-84737,trent-alexander-arnold,REAL MADRID CF,Real Madrid,Trent Alexander-Arnold,Trent,12,Defensa,213,4,2,1,0,1,0,0,6,35.5,REAL-MADRID-CF-05,REAL MADRID CF 5,2026-09-17
real-madrid-84739,alvaro-fernandez-1,REAL MADRID CF,Real Madrid,Álvaro Carreras,Á. Carreras,18,Defensa,201,4,3,2,1,0,1,0,6,33.5,REAL-MADRID-CF-10,REAL MADRID CF 10A,2026-09-17
real-madrid-84741,antonio-rudiger,REAL MADRID CF,Real Madrid,Antonio Rüdiger,Rüdiger,22,Defensa,180,2,2,0,0,0,0,0,6,30.0,REAL-MADRID-CF-08,REAL MADRID CF 8,2026-09-17
real-madrid-84756,aurelien-tchouameni,REAL MADRID CF,Real Madrid,Aurélien Tchouaméni,Tchouameni,14,Centrocampista,107,2,1,1,0,0,0,0,6,17.8,REAL-MADRID-CF-12,REAL MADRID CF 11,2026-09-17
real-madrid-84758,brahim,REAL MADRID CF,Real Madrid,Brahim Díaz,Brahim,21,Centrocampista,99,3,1,1,0,0,0,0,6,16.5,REAL-MADRID-CF-19,REAL MADRID CF 16B,2026-09-17
real-madrid-86180,carlos-espi,REAL MADRID CF,Real Madrid,Carlos Espí,C. Espí,19,Delantero,25,4,0,0,2,0,0,0,6,4.2,REAL-MADRID-CF-24,REAL MADRID CF 17BIS,2026-09-17
real-madrid-84766,endrick,REAL MADRID CF,Real Madrid,Endrick Felipe Moreira de Sousa,Endrick,9,Delantero,4,1,0,0,0,0,0,0,6,0.7,,,2026-09-17
real-madrid-86211,alexis-ciria,REAL MADRID CF,Real Madrid,Alexis Ciria,Alexis Ciria,36,Delantero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-madrid-84729,lunin,REAL MADRID CF,Real Madrid,Andrii Lunin,Lunin,13,Portero,0,0,0,0,0,0,0,0,6,0.0,REAL-MADRID-CF-04,REAL MADRID CF 4,2026-09-17
real-madrid-84742,f-mendy,REAL MADRID CF,Real Madrid,Ferland Mendy,F. Mendy,23,Defensa,0,0,0,0,0,0,0,0,6,0.0,REAL-MADRID-CF-11,REAL MADRID CF 10B,2026-09-17
real-madrid-84731,javier-navarro-1,REAL MADRID CF,Real Madrid,Javi Navarro,Javi Navarro,31,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-madrid-84759,jorge-cestero-1,REAL MADRID CF,Real Madrid,Jorge Cestero Sancho,Cestero,29,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-madrid-84750,mario-rivas-1,REAL MADRID CF,Real Madrid,Mario Rivas,Mario Rivas,33,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-madrid-84738,raul,REAL MADRID CF,Real Madrid,Raúl Asencio,Asencio,2,Defensa,0,0,0,0,0,0,0,0,6,0.0,REAL-MADRID-CF-07,REAL MADRID CF 7,2026-09-17
real-madrid-84768,rodrygo,REAL MADRID CF,Real Madrid,Rodrygo Silva de Goes,Rodrygo,11,Delantero,0,0,0,0,0,0,0,0,6,0.0,REAL-MADRID-CF-21,REAL MADRID CF 18,2026-09-17
real-madrid-87182,sergio-martinez-2,REAL MADRID CF,Real Madrid,Sergio Martínez,Sergio,38,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-madrid-84732,sergio-mestre,REAL MADRID CF,Real Madrid,Sergio Mestre,Mestre,26,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-madrid-84763,thiago-pitarch,REAL MADRID CF,Real Madrid,Thiago Pitarch,Thiago,27,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,REAL-MADRID-CF-17,REAL MADRID CF 15B,2026-09-17
real-madrid-84736,e-militao,REAL MADRID CF,Real Madrid,Éder Gabriel Militão Pinheiro,E. Militão,3,Defensa,0,0,0,0,0,0,0,0,6,0.0,REAL-MADRID-CF-06,REAL MADRID CF 6,2026-09-17
real-sociedad-84810,sergio-gomez,REAL SOCIEDAD,Real Sociedad,Sergio Gómez,Sergio Gómez,17,Defensa,522,6,6,1,0,0,1,0,6,87.0,REAL-SOCIEDAD-08,REAL SOCIEDAD 8,2026-09-17
real-sociedad-84782,jon-aramburu,REAL SOCIEDAD,Real Sociedad,Jon Aramburu,Aramburu,2,Defensa,507,6,6,1,0,0,3,0,6,84.5,REAL-SOCIEDAD-05,REAL SOCIEDAD 5,2026-09-17
real-sociedad-84799,luka-sucic,REAL SOCIEDAD,Real Sociedad,Luka Sucic,Sucic,24,Centrocampista,464,6,5,2,2,0,1,0,6,77.3,REAL-SOCIEDAD-16,REAL SOCIEDAD 15,2026-09-17
real-sociedad-84777,a-remiro,REAL SOCIEDAD,Real Sociedad,Álex Remiro,A. Remiro,1,Portero,450,5,5,0,0,0,0,0,6,75.0,REAL-SOCIEDAD-03,REAL SOCIEDAD 3,2026-09-17
real-sociedad-84807,oyarzabal,REAL SOCIEDAD,Real Sociedad,Mikel Oyarzabal,Oyarzabal,10,Delantero,417,6,5,4,0,2,1,0,6,69.5,REAL-SOCIEDAD-21,REAL SOCIEDAD 20,2026-09-17
real-sociedad-84784,zubeldia,REAL SOCIEDAD,Real Sociedad,Igor Zubeldia,Zubeldia,5,Defensa,393,5,4,0,0,0,2,0,6,65.5,REAL-SOCIEDAD-06,REAL SOCIEDAD 6,2026-09-17
real-sociedad-84793,herrera-1,REAL SOCIEDAD,Real Sociedad,Yangel Herrera,Herrera,21,Centrocampista,382,6,5,5,1,0,3,0,6,63.7,REAL-SOCIEDAD-13,REAL SOCIEDAD 13A,2026-09-17
real-sociedad-84795,c-soler,REAL SOCIEDAD,Real Sociedad,Carlos Soler,C.soler,18,Centrocampista,374,6,4,1,0,1,0,0,6,62.3,REAL-SOCIEDAD-15,REAL SOCIEDAD 14,2026-09-17
real-sociedad-84788,jon-martin,REAL SOCIEDAD,Real Sociedad,Jon Martín,Jon Martín,6,Defensa,366,5,4,0,0,0,0,0,6,61.0,REAL-SOCIEDAD-07,REAL SOCIEDAD 7,2026-09-17
real-sociedad-84805,barrenetxea,REAL SOCIEDAD,Real Sociedad,Ander Barrenetxea,Barrene,7,Centrocampista,288,5,4,4,1,0,0,0,6,48.0,REAL-SOCIEDAD-17,REAL SOCIEDAD 16,2026-09-17
real-sociedad-84806,orri-oskarsson,REAL SOCIEDAD,Real Sociedad,Orri Óskarsson,Oskarsson,9,Delantero,283,5,3,2,1,0,0,0,6,47.2,REAL-SOCIEDAD-20,REAL SOCIEDAD 19,2026-09-17
real-sociedad-84792,benat-turrientes,REAL SOCIEDAD,Real Sociedad,Beñat Turrientes,Turrientes,8,Centrocampista,258,4,3,2,0,0,1,0,6,43.0,REAL-SOCIEDAD-12,REAL SOCIEDAD 12,2026-09-17
real-sociedad-84809,take,REAL SOCIEDAD,Real Sociedad,Takefusa Kubo,Take,14,Centrocampista,223,5,3,3,0,0,0,0,6,37.2,REAL-SOCIEDAD-18,REAL SOCIEDAD 17,2026-09-17
real-sociedad-84808,guedes,REAL SOCIEDAD,Real Sociedad,Gonçalo Manuel Ganchinho Guedes,Guedes,11,Centrocampista,177,5,2,2,0,0,0,0,6,29.5,REAL-SOCIEDAD-19,REAL SOCIEDAD 18,2026-09-17
real-sociedad-84816,job-ochieng,REAL SOCIEDAD,Real Sociedad,Job Ochieng,Ochieng,12,Centrocampista,174,3,2,1,1,2,0,0,6,29.0,,,2026-09-17
real-sociedad-86944,mamadou-sarr,REAL SOCIEDAD,Real Sociedad,Mamadou Sarr,M.sarr,19,Defensa,148,2,2,1,0,0,0,0,6,24.7,,,2026-09-17
real-sociedad-84778,marrero,REAL SOCIEDAD,Real Sociedad,Unai Marrero,Marrero,13,Portero,90,1,1,0,0,0,0,0,6,15.0,REAL-SOCIEDAD-04,REAL SOCIEDAD 4,2026-09-17
real-sociedad-84791,jon-gorrotxategi,REAL SOCIEDAD,Real Sociedad,Jon Gorrotxategi,Gorrotxa,4,Centrocampista,62,4,0,0,0,0,0,0,6,10.3,REAL-SOCIEDAD-10,REAL SOCIEDAD 10,2026-09-17
real-sociedad-84786,pacheco-3,REAL SOCIEDAD,Real Sociedad,Jon Pacheco,J. Pacheco,16,Defensa,20,1,0,0,0,0,0,0,6,3.3,,,2026-09-17
real-sociedad-84783,aihen,REAL SOCIEDAD,Real Sociedad,Aihen Muñoz,Aihen,3,Defensa,18,1,0,0,0,0,0,0,6,3.0,REAL-SOCIEDAD-09,REAL SOCIEDAD 9,2026-09-17
real-sociedad-86978,hector-fort,REAL SOCIEDAD,Real Sociedad,Héctor Fort,H. Fort,22,Defensa,9,1,0,0,0,0,0,0,6,1.5,,,2026-09-17
real-sociedad-84796,arsen-zakharyan,REAL SOCIEDAD,Real Sociedad,Arsen Zakharyan,Zakharyan,23,Centrocampista,8,2,0,0,0,0,0,0,6,1.3,REAL-SOCIEDAD-14,REAL SOCIEDAD 13B,2026-09-17
real-sociedad-84800,alex-lebarbier,REAL SOCIEDAD,Real Sociedad,Alex Lebarbier,Lebarbier,28,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-sociedad-84814,alex-marchal,REAL SOCIEDAD,Real Sociedad,Alex Marchal,Marchal,29,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-sociedad-84815,gorka-carrera,REAL SOCIEDAD,Real Sociedad,Gorka Carrera,Carrera,27,Delantero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-sociedad-84803,ibai-aguirre,REAL SOCIEDAD,Real Sociedad,Ibai Aguirre,Aguirre,26,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
real-sociedad-84790,luken-beitia,REAL SOCIEDAD,Real Sociedad,Luken Beitia,Beitia,34,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
