clave,slug,seccion_album,equipo,nombre,apodo,dorsal,posicion,minutos,partidos,titularidades,sustituido,goles,asistencias,amarillas,rojas,partidos_equipo,minutos_por_partido_equipo,cromo_id,cromos,consultado_en
athletic-club-84217,unai-simon,ATHLETIC CLUB DE BILBAO,Athletic Club,Unai Simón,Unai Simon,1,Portero,450,5,5,0,0,0,0,0,5,90.0,ATHLETIC-CLUB-DE-BILBAO-03,ATHLETIC CLUB DE BILBAO 3,2026-09-17
athletic-club-84235,o-sancet-1,ATHLETIC CLUB DE BILBAO,Athletic Club,Oihan Sancet,O. Sancet,8,Centrocampista,425,5,5,1,1,0,0,0,5,85.0,ATHLETIC-CLUB-DE-BILBAO-16,ATHLETIC CLUB DE BILBAO 14,2026-09-17
athletic-club-84226,laporte,ATHLETIC CLUB DE BILBAO,Athletic Club,Aymeric Laporte,Laporte,14,Defensa,392,5,4,0,0,0,0,0,5,78.4,ATHLETIC-CLUB-DE-BILBAO-09,ATHLETIC CLUB DE BILBAO 8,2026-09-17
athletic-club-84243,benat-gerenabarrena,ATHLETIC CLUB DE BILBAO,Athletic Club,Beñat Gerenabarrena,Gerenabarrena,24,Centrocampista,373,5,4,1,0,0,2,0,5,74.6,,,2026-09-17
athletic-club-84249,williams,ATHLETIC CLUB DE BILBAO,Athletic Club,Iñaki Williams,Williams,9,Delantero,330,5,5,5,0,2,0,0,5,66.0,,,2026-09-17
athletic-club-84223,yeray-2,ATHLETIC CLUB DE BILBAO,Athletic Club,Yeray Álvarez,Yeray,5,Defensa,315,4,4,1,0,1,0,0,5,63.0,ATHLETIC-CLUB-DE-BILBAO-07,ATHLETIC CLUB DE BILBAO 6B,2026-09-17
athletic-club-84224,areso,ATHLETIC CLUB DE BILBAO,Athletic Club,Jesús Areso,Areso,12,Defensa,299,4,4,3,0,0,0,0,5,59.8,ATHLETIC-CLUB-DE-BILBAO-05,ATHLETIC CLUB DE BILBAO 5,2026-09-17
athletic-club-84227,yuri-b,ATHLETIC CLUB DE BILBAO,Athletic Club,Yuri Berchiche,Yuri,17,Defensa,281,4,4,0,0,0,2,0,5,56.2,ATHLETIC-CLUB-DE-BILBAO-10,ATHLETIC CLUB DE BILBAO 9A,2026-09-17
athletic-club-84250,williams-jr,ATHLETIC CLUB DE BILBAO,Athletic Club,Nico Williams,Williams Jr,10,Delantero,274,5,3,2,1,0,0,0,5,54.8,ATHLETIC-CLUB-DE-BILBAO-21,ATHLETIC CLUB DE BILBAO 18,2026-09-17
athletic-club-84248,berenguer,ATHLETIC CLUB DE BILBAO,Athletic Club,Alex Berenguer,Berenguer,7,Delantero,252,5,2,0,1,0,1,0,5,50.4,ATHLETIC-CLUB-DE-BILBAO-18,ATHLETIC CLUB DE BILBAO 16,2026-09-17
athletic-club-84240,navarro-2,ATHLETIC CLUB DE BILBAO,Athletic Club,Robert Navarro,Navarro,23,Centrocampista,242,4,3,3,2,0,1,0,5,48.4,ATHLETIC-CLUB-DE-BILBAO-19,ATHLETIC CLUB DE BILBAO 17A,2026-09-17
athletic-club-84222,paredes-2,ATHLETIC CLUB DE BILBAO,Athletic Club,Aitor Paredes,Paredes,4,Defensa,209,3,2,1,1,0,0,0,5,41.8,ATHLETIC-CLUB-DE-BILBAO-06,ATHLETIC CLUB DE BILBAO 6A,2026-09-17
athletic-club-84242,peio-canales,ATHLETIC CLUB DE BILBAO,Athletic Club,Peio Canales,Canales,28,Delantero,205,3,2,0,0,0,0,0,5,41.0,,,2026-09-17
athletic-club-84237,r-de-galarreta,ATHLETIC CLUB DE BILBAO,Athletic Club,Íñigo Ruiz de Galarreta,R. De Galarreta,16,Centrocampista,197,4,3,3,0,1,1,0,5,39.4,ATHLETIC-CLUB-DE-BILBAO-13,ATHLETIC CLUB DE BILBAO 11,2026-09-17
athletic-club-84252,guruzeta,ATHLETIC CLUB DE BILBAO,Athletic Club,Gorka Guruzeta,Guruzeta,11,Delantero,178,4,2,2,0,0,2,0,5,35.6,ATHLETIC-CLUB-DE-BILBAO-23,ATHLETIC CLUB DE BILBAO 20,2026-09-17
athletic-club-84238,mikel-jauregizar,ATHLETIC CLUB DE BILBAO,Athletic Club,Mikel Jauregizar,Jauregizar,18,Centrocampista,150,4,1,1,0,0,0,0,5,30.0,ATHLETIC-CLUB-DE-BILBAO-12,ATHLETIC CLUB DE BILBAO 10,2026-09-17
athletic-club-86487,johaneko-louis-jean,ATHLETIC CLUB DE BILBAO,Athletic Club,Johaneko Louis-Jean,Johaneko,31,Defensa,123,4,1,1,0,0,1,0,5,24.6,,,2026-09-17
athletic-club-84230,hugo-rincon,ATHLETIC CLUB DE BILBAO,Athletic Club,Hugo Rincón,H. Rincón,15,Defensa,106,2,1,0,0,0,0,0,5,21.2,,,2026-09-17
athletic-club-84253,maroan-sannadi,ATHLETIC CLUB DE BILBAO,Athletic Club,Maroan Sannadi,Maroan,21,Delantero,41,2,0,0,0,0,0,0,5,8.2,ATHLETIC-CLUB-DE-BILBAO-20,ATHLETIC CLUB DE BILBAO 17B,2026-09-17
athletic-club-84251,alvaro-djalo,ATHLETIC CLUB DE BILBAO,Athletic Club,Álvaro Djaló Dias-Fernandes,Djalo,25,Delantero,9,1,0,0,0,0,0,0,5,1.8,,,2026-09-17
athletic-club-84244,alejandro-rego,ATHLETIC CLUB DE BILBAO,Athletic Club,Alejandro Rego,Rego,20,Defensa,0,0,0,0,0,0,0,0,5,0.0,ATHLETIC-CLUB-DE-BILBAO-14,ATHLETIC CLUB DE BILBAO 12,2026-09-17
athletic-club-84256,asier-hierro-1,ATHLETIC CLUB DE BILBAO,Athletic Club,Asier Hierro,Hierro,29,Delantero,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
athletic-club-84241,benat-prados,ATHLETIC CLUB DE BILBAO,Athletic Club,Beñat Prados,Prados,6,Centrocampista,0,0,0,0,0,0,0,0,5,0.0,ATHLETIC-CLUB-DE-BILBAO-24,ATHLETIC CLUB DE BILBAO 13BIS,2026-09-17
athletic-club-84221,vivian,ATHLETIC CLUB DE BILBAO,Athletic Club,Dani Vivian,Vivian,3,Defensa,0,0,0,0,0,0,0,0,5,0.0,ATHLETIC-CLUB-DE-BILBAO-08,ATHLETIC CLUB DE BILBAO 7,2026-09-17
athletic-club-84233,iker-monreal,ATHLETIC CLUB DE BILBAO,Athletic Club,Iker Monreal,Monreal,30,Defensa,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
athletic-club-84254,nicolas-serrano,ATHLETIC CLUB DE BILBAO,Athletic Club,Nico Serrano,Nico Serrano,22,Delantero,0,0,0,0,0,0,0,0,5,0.0,ATHLETIC-CLUB-DE-BILBAO-17,ATHLETIC CLUB DE BILBAO 15,2026-09-17
athletic-club-84246,selton-sanchez,ATHLETIC CLUB DE BILBAO,Athletic Club,Selton Sánchez,Selton,44,Centrocampista,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
athletic-club-84219,alex-padilla,ATHLETIC CLUB DE BILBAO,Athletic Club,Álex Padilla,Padilla,13,Portero,0,0,0,0,0,0,0,0,5,0.0,ATHLETIC-CLUB-DE-BILBAO-04,ATHLETIC CLUB DE BILBAO 4,2026-09-17
atletico-de-madrid-84264,oblak,ATLÉTICO DE MADRID,Atlético de Madrid,Jan Oblak,Oblak,13,Portero,540,6,6,0,0,0,0,0,6,90.0,ATLETICO-DE-MADRID-03,ATLÉTICO DE MADRID 3,2026-09-17
atletico-de-madrid-84272,david-hancko,ATLÉTICO DE MADRID,Atlético de Madrid,Dávid Hancko,Hancko,17,Defensa,455,6,5,0,0,2,1,0,6,75.8,ATLETICO-DE-MADRID-10,ATLÉTICO DE MADRID 9,2026-09-17
atletico-de-madrid-84268,grimaldo,ATLÉTICO DE MADRID,Atlético de Madrid,Alejandro Grimaldo,Grimaldo,22,Defensa,445,5,5,1,1,1,0,0,6,74.2,,,2026-09-17
atletico-de-madrid-84299,ademola-lookman,ATLÉTICO DE MADRID,Atlético de Madrid,Ademola Lookman,Lookman,11,Delantero,437,6,6,5,1,0,1,0,6,72.8,ATLETICO-DE-MADRID-20,ATLÉTICO DE MADRID 18,2026-09-17
atletico-de-madrid-84285,alex-b,ATLÉTICO DE MADRID,Atlético de Madrid,Álex Baena,Álex B.,10,Centrocampista,388,6,4,3,4,1,1,0,6,64.7,ATLETICO-DE-MADRID-17,ATLÉTICO DE MADRID 15,2026-09-17
atletico-de-madrid-84298,giuliano-simeone,ATLÉTICO DE MADRID,Atlético de Madrid,Giuliano Simeone,Giuliano,20,Delantero,384,6,4,1,2,1,0,0,6,64.0,ATLETICO-DE-MADRID-19,ATLÉTICO DE MADRID 17,2026-09-17
atletico-de-madrid-86054,kang-in,ATLÉTICO DE MADRID,Atlético de Madrid,Kang-In Lee,Kang In,7,Centrocampista,380,6,5,4,2,1,1,0,6,63.3,ULTIMOS-FICHAJES-20,ÚLTIMOS FICHAJES UF20,2026-09-17
atletico-de-madrid-84288,m-llorente,ATLÉTICO DE MADRID,Atlético de Madrid,Marcos Llorente,M. Llorente,14,Centrocampista,375,6,4,2,0,1,1,0,6,62.5,ATLETICO-DE-MADRID-05,ATLÉTICO DE MADRID 5,2026-09-17
atletico-de-madrid-84273,marc-pubill,ATLÉTICO DE MADRID,Atlético de Madrid,Marc Pubill,Marc Pubill,18,Defensa,358,5,4,1,1,0,1,0,6,59.7,ATLETICO-DE-MADRID-07,ATLÉTICO DE MADRID 7,2026-09-17
atletico-de-madrid-85697,morten-hjulmand,ATLÉTICO DE MADRID,Atlético de Madrid,Morten Hjulmand,Hjulmand,23,Centrocampista,341,6,4,2,0,0,1,0,6,56.8,ULTIMOS-FICHAJES-05,ÚLTIMOS FICHAJES UF5,2026-09-17
atletico-de-madrid-84283,koke,ATLÉTICO DE MADRID,Atlético de Madrid,Jorge Resurrección Merodio,Koke,6,Centrocampista,313,6,3,2,0,0,0,0,6,52.2,ATLETICO-DE-MADRID-12,ATLÉTICO DE MADRID 11,2026-09-17
atletico-de-madrid-84284,pablo-barrios-rivas,ATLÉTICO DE MADRID,Atlético de Madrid,Pablo Barrios,Barrios,8,Centrocampista,294,4,3,0,0,1,0,0,6,49.0,ATLETICO-DE-MADRID-13,ATLÉTICO DE MADRID 12,2026-09-17
atletico-de-madrid-84274,le-normand,ATLÉTICO DE MADRID,Atlético de Madrid,Robin Le Normand,Le Normand,24,Defensa,256,3,3,0,1,0,0,0,6,42.7,ATLETICO-DE-MADRID-08,ATLÉTICO DE MADRID 8A,2026-09-17
atletico-de-madrid-86639,cristian-romero,ATLÉTICO DE MADRID,Atlético de Madrid,Cristian Romero,Romero,21,Defensa,189,3,2,1,0,0,0,0,6,31.5,,,2026-09-17
atletico-de-madrid-86179,arnau-ortiz,ATLÉTICO DE MADRID,Atlético de Madrid,Arnau Ortiz,Arnau Ortiz,16,Centrocampista,149,5,1,1,0,0,0,0,6,24.8,,,2026-09-17
atletico-de-madrid-84282,joao-cardoso,ATLÉTICO DE MADRID,Atlético de Madrid,Johnny Cardoso,Johnny,5,Centrocampista,135,4,1,1,0,1,1,0,6,22.5,ATLETICO-DE-MADRID-14,ATLÉTICO DE MADRID 13,2026-09-17
atletico-de-madrid-84281,rodrigo-mendoza,ATLÉTICO DE MADRID,Atlético de Madrid,Rodrigo Mendoza,Mendoza,4,Centrocampista,107,3,2,2,0,0,0,0,6,17.8,ATLETICO-DE-MADRID-15,ATLÉTICO DE MADRID 14A,2026-09-17
atletico-de-madrid-87093,jonathan-david,ATLÉTICO DE MADRID,Atlético de Madrid,Jonathan David,J.david,15,Delantero,98,2,1,1,2,1,0,0,6,16.3,,,2026-09-17
atletico-de-madrid-84276,daniel-martinez-2,ATLÉTICO DE MADRID,Atlético de Madrid,Dani Martinez,D. Martínez,30,Defensa,90,1,1,0,0,0,0,0,6,15.0,,,2026-09-17
atletico-de-madrid-84297,julian-alvarez,ATLÉTICO DE MADRID,Atlético de Madrid,Julián Alvarez,J.alvarez,19,Delantero,55,2,0,0,0,0,0,0,6,9.2,ATLETICO-DE-MADRID-22,ATLÉTICO DE MADRID 20,2026-09-17
atletico-de-madrid-86175,jorge-dominguez-1,ATLÉTICO DE MADRID,Atlético de Madrid,Jorge Domínguez,Domínguez,27,Defensa,45,1,1,1,0,0,1,0,6,7.5,,,2026-09-17
atletico-de-madrid-84295,alexander-sorloth,ATLÉTICO DE MADRID,Atlético de Madrid,Alexander Sørloth,Sørloth,9,Delantero,0,0,0,0,0,0,0,0,6,0.0,ATLETICO-DE-MADRID-21,ATLÉTICO DE MADRID 19,2026-09-17
atletico-de-madrid-86178,jorge-castillo-1,ATLÉTICO DE MADRID,Atlético de Madrid,Jorge Castillo,Castillo,46,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
atletico-de-madrid-84263,juan-musso,ATLÉTICO DE MADRID,Atlético de Madrid,Juan Musso,J. Musso,1,Portero,0,0,0,0,0,0,0,0,6,0.0,ATLETICO-DE-MADRID-04,ATLÉTICO DE MADRID 4,2026-09-17
atletico-de-madrid-84303,cubo,ATLÉTICO DE MADRID,Atlético de Madrid,Miguel Llorente Cubo,Cubo,29,Delantero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
atletico-de-madrid-84289,obed-vargas,ATLÉTICO DE MADRID,Atlético de Madrid,Obed Vargas,Obed Vargas,3,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,ATLETICO-DE-MADRID-16,ATLÉTICO DE MADRID 14B,2026-09-17
atletico-de-madrid-84265,salvi-esquivel,ATLÉTICO DE MADRID,Atlético de Madrid,Salvi Esquivel,Esquivel,25,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
rc-deportivo-84383,leo-1,DEPORTIVO,RC Deportivo,Leo Román,Leo Román,13,Portero,540,6,6,0,0,0,0,0,6,90.0,ULTIMOS-FICHAJES-08,ÚLTIMOS FICHAJES UF8,2026-09-17
rc-deportivo-85693,lorenzo-amatucci,DEPORTIVO,RC Deportivo,Lorenzo Amatucci,Amatucci,16,Centrocampista,540,6,6,0,0,1,3,0,6,90.0,,,2026-09-17
rc-deportivo-85826,pierre-emerick-aubameyang,DEPORTIVO,RC Deportivo,Pierre-Emerick Aubameyang,Aubameyang,7,Delantero,535,6,6,1,5,2,0,0,6,89.2,ULTIMOS-FICHAJES-12,ÚLTIMOS FICHAJES UF12,2026-09-17
rc-deportivo-84393,giacomo-quagliata,DEPORTIVO,RC Deportivo,Giacomo Quagliata,Quagliata,12,Defensa,479,6,5,0,0,0,1,0,6,79.8,DEPORTIVO-11,DEPORTIVO 10,2026-09-17
rc-deportivo-84390,lucas-noubi,DEPORTIVO,RC Deportivo,Lucas Noubi,Noubi,4,Defensa,450,5,5,0,0,0,1,0,6,75.0,DEPORTIVO-07,DEPORTIVO 7,2026-09-17
rc-deportivo-84395,x-navarro,DEPORTIVO,RC Deportivo,Joaquín Navarro Jiménez,X. Navarro,23,Defensa,443,5,5,1,0,0,2,0,6,73.8,,,2026-09-17
rc-deportivo-84409,mario-s,DEPORTIVO,RC Deportivo,Mario Soriano,Mario S.,21,Centrocampista,418,6,5,4,0,1,1,0,6,69.7,DEPORTIVO-14,DEPORTIVO 13,2026-09-17
rc-deportivo-84416,luismi-cruz,DEPORTIVO,RC Deportivo,Luismi Cruz,Luismi Cruz,19,Delantero,374,6,5,5,1,1,0,0,6,62.3,DEPORTIVO-16,DEPORTIVO 15,2026-09-17
rc-deportivo-84420,bil-nsongo,DEPORTIVO,RC Deportivo,Bil Nsongo,Nsongo Bil,32,Delantero,330,6,5,5,0,0,1,0,6,55.0,DEPORTIVO-21,DEPORTIVO 20,2026-09-17
rc-deportivo-84388,adria-altimira,DEPORTIVO,RC Deportivo,Adrià Alti,A. Alti,2,Defensa,240,4,3,2,0,0,0,0,6,40.0,DEPORTIVO-05,DEPORTIVO 5,2026-09-17
rc-deportivo-87141,j-m-gimenez,DEPORTIVO,RC Deportivo,José María Giménez,J. M. Giménez,20,Defensa,239,3,3,2,0,0,0,0,6,39.8,,,2026-09-17
rc-deportivo-85595,bright-ede,DEPORTIVO,RC Deportivo,Bright Ede,Ede,22,Defensa,196,3,2,0,0,0,0,0,6,32.7,,,2026-09-17
rc-deportivo-84394,loureiro,DEPORTIVO,RC Deportivo,Miguel Loureiro,M. Loureiro,15,Defensa,195,4,2,1,0,0,0,0,6,32.5,DEPORTIVO-06,DEPORTIVO 6,2026-09-17
rc-deportivo-84407,riki-1,DEPORTIVO,RC Deportivo,Riki Rodríguez,Riki,14,Centrocampista,175,3,3,3,0,0,0,0,6,29.2,DEPORTIVO-13,DEPORTIVO 12,2026-09-17
rc-deportivo-85719,jonathan-asp-jensen,DEPORTIVO,RC Deportivo,Jonathan Asp Jensen,Asp - Jensen,18,Centrocampista,162,4,2,2,0,0,0,0,6,27.0,,,2026-09-17
rc-deportivo-84414,peke,DEPORTIVO,RC Deportivo,Yeremay Hernández,Yeremay,10,Centrocampista,146,5,1,1,0,1,1,0,6,24.3,DEPORTIVO-19,DEPORTIVO 18,2026-09-17
rc-deportivo-87028,adama,DEPORTIVO,RC Deportivo,Adama Traoré,Adama,24,Delantero,97,3,0,0,0,0,0,0,6,16.2,,,2026-09-17
rc-deportivo-87142,marc-casado,DEPORTIVO,RC Deportivo,Marc Casadó,M. Casadó,6,Centrocampista,86,2,1,1,0,0,0,0,6,14.3,,,2026-09-17
rc-deportivo-84413,zakaria-eddahchouri,DEPORTIVO,RC Deportivo,Zakaria Eddahchouri,Eddahchouri,9,Delantero,69,4,0,0,1,0,0,0,6,11.5,DEPORTIVO-20,DEPORTIVO 19,2026-09-17
rc-deportivo-86354,angelino,DEPORTIVO,RC Deportivo,José Ángel Esmoris Tasende,Angeliño,17,Defensa,59,1,1,0,0,0,0,0,6,9.8,DEPORTIVO-15,DEPORTIVO 14,2026-09-17
rc-deportivo-84406,diego-villares,DEPORTIVO,RC Deportivo,Diego Villares,D. Villares,8,Centrocampista,58,2,0,0,0,0,0,0,6,9.7,DEPORTIVO-12,DEPORTIVO 11,2026-09-17
rc-deportivo-84415,david-mella,DEPORTIVO,RC Deportivo,David Mella,Mella,11,Centrocampista,47,2,0,0,0,0,0,0,6,7.8,DEPORTIVO-17,DEPORTIVO 16,2026-09-17
rc-deportivo-84402,teun-gijselhart,DEPORTIVO,RC Deportivo,Teun Gijselhart,Gijselhart,34,Centrocampista,26,1,0,0,0,0,0,0,6,4.3,,,2026-09-17
rc-deportivo-84421,kevin-sanchez-1,DEPORTIVO,RC Deportivo,Kevin Sánchez,Kevin,33,Delantero,5,1,0,0,0,0,0,0,6,0.8,,,2026-09-17
rc-deportivo-84389,arnau-comas,DEPORTIVO,RC Deportivo,Arnau Comas,Comas,3,Defensa,0,0,0,0,0,0,0,0,6,0.0,DEPORTIVO-10,DEPORTIVO 9B,2026-09-17
rc-deportivo-84391,dani-barcia,DEPORTIVO,RC Deportivo,Dani Barcia,Dani Barcia,5,Defensa,0,0,0,0,0,0,0,0,6,0.0,DEPORTIVO-08,DEPORTIVO 8,2026-09-17
rc-deportivo-84384,german,DEPORTIVO,RC Deportivo,Germán Parreño,Germán,1,Portero,0,0,0,0,0,0,0,0,6,0.0,DEPORTIVO-04,DEPORTIVO 4,2026-09-17
rc-deportivo-84386,alvaro-fernandez,DEPORTIVO,RC Deportivo,Álvaro Fernández,A. Ferllo,25,Portero,0,0,0,0,0,0,0,0,6,0.0,DEPORTIVO-03,DEPORTIVO 3,2026-09-17
d-alaves-84179,sivera,DEPORTIVO ALAVÉS,Deportivo Alavés,Antonio Sivera,Sivera,1,Portero,540,6,6,0,0,1,1,0,6,90.0,DEPORTIVO-ALAVES-03,DEPORTIVO ALAVÉS 3,2026-09-17
