club,jugador,jugador_normalizado,dorsal,posicion,foto_url
Deportivo Alavés,Hugo Novoa,hugo novoa,12,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/668276-1606146927.jpg
Deportivo Alavés,Antonio Blanco,antonio blanco,8,Pivote,https://img.a.transfermarkt.technology/portrait/medium/495621-1705337231.jpg
Deportivo Alavés,Carlos Protesoni,carlos protesoni,23,Pivote,https://img.a.transfermarkt.technology/portrait/medium/431190-1635923163.JPG
Deportivo Alavés,Tomás Mendes,tomas mendes,-,Pivote,
Deportivo Alavés,Pablo Ibáñez,pablo ibanez,19,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/785353-1680676751.jpg
Deportivo Alavés,Carles Aleñá,carles alena,10,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/284854-1669364902.jpg
Deportivo Alavés,Ander Guevara,ander guevara,6,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/465967-1705338008.jpg
Deportivo Alavés,Mikel Rodriguez,mikel rodriguez,18,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/721660-1732795452.PNG
Deportivo Alavés,Selu Diallo,selu diallo,-,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/1054931-1731932772.jpg
Deportivo Alavés,Denis Suárez,denis suarez,4,Mediocentro ofensivo,https://img.a.transfermarkt.technology/portrait/medium/165007-1687272769.jpg
Deportivo Alavés,Abde Rebbach,abde rebbach,21,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/718034-1705337308.jpg
Deportivo Alavés,Miguel Rodríguez,miguel rodriguez,22,Extremo derecho,https://img.a.transfermarkt.technology/portrait/medium/634427-1723460737.jpg
Deportivo Alavés,Ángel Pérez,angel perez,7,Extremo derecho,https://img.a.transfermarkt.technology/portrait/medium/1124136-1757571837.png
Deportivo Alavés,Toni Martínez,toni martinez,11,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/302371-1606396665.png
Deportivo Alavés,Lucas Boyé,lucas boye,15,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/334222-1734010923.jpg
Deportivo Alavés,Aitor Mañas,aitor manas,20,Delantero centro,
Deportivo Alavés,Mariano Díaz,mariano diaz,9,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/225020-1684487196.jpg
Getafe CF,David Soria,david soria,13,Portero,https://img.a.transfermarkt.technology/portrait/medium/226012-1696863038.jpg
Getafe CF,Jiri Letacek,jiri letacek,1,Portero,https://img.a.transfermarkt.technology/portrait/medium/339079-1714922207.jpg
Getafe CF,Abdel Abqar,abdel abqar,5,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/559979-1705337125.jpg
Getafe CF,Zaid Romero,zaid romero,24,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/741142-1753180256.jpg
Getafe CF,Sebastián Boselli,sebastian boselli,15,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/898352-1739826537.jpg
Getafe CF,Juan Berrocal,juan berrocal,20,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/461843-1771527114.jpg
Getafe CF,Dakonam Djené,dakonam djene,2,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/221150-1669364811.jpg
Getafe CF,Saba Sazonov,saba sazonov,4,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/655456-1695386095.jpg
Getafe CF,Jean Ives Valou,jean ives valou,26,Defensa central,
Getafe CF,Johan Mojica,johan mojica,22,Lateral izquierdo,https://img.a.transfermarkt.technology/portrait/medium/262939-1541161893.jpg
Getafe CF,Davinchi,davinchi,3,Lateral izquierdo,https://img.a.transfermarkt.technology/portrait/medium/1268764-1732577167.jpg
Getafe CF,Andrés García,andres garcia,21,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/1063329-1698880585.jpg
Getafe CF,Kiko Femenía,kiko femenia,17,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/76467-1726231817.jpg
Getafe CF,Ismael Bekhoucha,ismael bekhoucha,31,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/1164331-1732134880.png
Getafe CF,Mario Martín,mario martin,6,Pivote,https://img.a.transfermarkt.technology/portrait/medium/948273-1707861820.jpg
Getafe CF,Orel Mangala,orel mangala,23,Pivote,https://img.a.transfermarkt.technology/portrait/medium/289592-1657181518.jpg
Getafe CF,Yvan Neyou,yvan neyou,16,Pivote,https://img.a.transfermarkt.technology/portrait/medium/469669-1703762516.jpg
Getafe CF,Ramón Terrats,ramon terrats,11,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/783396-1726231968.jpg
Getafe CF,Francho Serrano,francho serrano,16,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/632930-1732368027.jpg
Getafe CF,Javi Muñoz,javi munoz,14,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/282421-1698852390.jpg
Getafe CF,Juanmi,juanmi,7,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/126737-1653043231.jpg
Getafe CF,Álex Sancris,alex sancris,18,Extremo derecho,https://img.a.transfermarkt.technology/portrait/medium/560705-1712139769.jpg
Getafe CF,Christantus Uche,christantus uche,-,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/1124005-1748855413.jpg
Getafe CF,Martín Satriano,martin satriano,10,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/640109-1626685122.jpg
Getafe CF,Enes Ünal,enes unal,19,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/251106-1669365680.jpg
Getafe CF,Borja Mayoral,borja mayoral,9,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/298976-1669365430.jpg
Atlético de Madrid,Jan Oblak,jan oblak,13,Portero,https://img.a.transfermarkt.technology/portrait/medium/121483-1719350076.jpg
Atlético de Madrid,Juan Musso,juan musso,1,Portero,https://img.a.transfermarkt.technology/portrait/medium/242359-1663583047.jpg
Atlético de Madrid,Cristian Romero,cristian romero,21,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/355915-1665609429.jpg
Atlético de Madrid,Dávid Hancko,david hancko,17,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/404418-1722415670.jpg
Atlético de Madrid,Marc Pubill,marc pubill,18,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/844637-1779789749.jpg
Atlético de Madrid,Robin Le Normand,robin le normand,24,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/351809-1707948228.jpg
Atlético de Madrid,José María Giménez,jose maria gimenez,2,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/250845-1664970029.jpg
Atlético de Madrid,Dani Martinez,dani martinez,30,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/945763-1731932569.jpg
Atlético de Madrid,Jorge Domínguez,jorge dominguez,27,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/1460961-1771541726.jpg
Atlético de Madrid,Alejandro Grimaldo,alejandro grimaldo,22,Lateral izquierdo,https://img.a.transfermarkt.technology/portrait/medium/193082-1689710805.jpg
Atlético de Madrid,Marcos Llorente,marcos llorente,14,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/282411-1773182531.jpg
Atlético de Madrid,Morten Hjulmand,morten hjulmand,23,Pivote,https://img.a.transfermarkt.technology/portrait/medium/461496-1725633200.jpg
Atlético de Madrid,Pablo Barrios,pablo barrios,8,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/775605-1699431384.jpg
Atlético de Madrid,Rodrigo Mendoza,rodrigo mendoza,4,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/961297-1765462791.jpg
Atlético de Madrid,Johnny Cardoso,johnny cardoso,5,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/689505-1742036970.jpg
Atlético de Madrid,Obed Vargas,obed vargas,3,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/889435-1740863407.jpg
Atlético de Madrid,Koke,koke,6,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/74229-1664970397.jpg
Atlético de Madrid,Kang-in Lee,kang in lee,7,Mediocentro ofensivo,https://img.a.transfermarkt.technology/portrait/medium/557149-1703978046.jpg
Atlético de Madrid,Thomas Lemar,thomas lemar,15,Mediocentro ofensivo,https://img.a.transfermarkt.technology/portrait/medium/205562-1686662075.jpg
Atlético de Madrid,Álex Baena,alex baena,10,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/548111-1761821030.jpg
Atlético de Madrid,Ademola Lookman,ademola lookman,11,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/406040-1769763751.jpg
Atlético de Madrid,Carlos Martín,carlos martin,12,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/618813-1707924109.jpg
Atlético de Madrid,Arnau Ortiz,arnau ortiz,16,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/802046-1721153036.jpg
Atlético de Madrid,Giuliano Simeone,giuliano simeone,20,Extremo derecho,https://img.a.transfermarkt.technology/portrait/medium/742201-1741120599.jpg
Atlético de Madrid,Julián Alvarez,julian alvarez,19,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/576024-1684920938.jpg
Atlético de Madrid,Alexander Sørloth,alexander s rloth,9,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/238407-1716403969.jpg
Levante UD,Mathew Ryan,mathew ryan,13,Portero,https://img.a.transfermarkt.technology/portrait/medium/128969-1668505563.jpg
Levante UD,Pablo Campos,pablo campos,1,Portero,https://img.a.transfermarkt.technology/portrait/medium/617059-1742981909.jpg
Levante UD,Dani Martín,dani martin,-,Portero,https://img.a.transfermarkt.technology/portrait/medium/1099061-1757572361.png
Levante UD,Álex Primo,alex primo,-,Portero,
Levante UD,Adrián Dela,adrian dela,4,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/341263-1698879765.jpg
Levante UD,Ifeanyi Ndukwe,ifeanyi ndukwe,-,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/1167696-1763036837.jpg
Levante UD,Aïssa Mandi,aissa mandi,2,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/80293-1780325909.jpg
Levante UD,Jorge Cabello,jorge cabello,14,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/1063333-1726053748.jpg
Levante UD,Manu Sánchez,manu sanchez,23,Lateral izquierdo,https://img.a.transfermarkt.technology/portrait/medium/618809-1673281847.jpg
Levante UD,Marc Santos,marc santos,33,Lateral izquierdo,
Levante UD,Jeremy Toljan,jeremy toljan,22,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/129674-1692277806.jpg
Levante UD,Xavi Grande,xavi grande,-,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/947115-1763323926.jpg
Levante UD,Nacho Pérez,nacho perez,29,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/1371830-1783119841.jpg
Levante UD,Oriol Rey,oriol rey,20,Pivote,https://img.a.transfermarkt.technology/portrait/medium/293388-1726053851.jpg
Levante UD,Enzo Bardeli,enzo bardeli,18,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/707222-1778861802.jpg
Levante UD,Hugo Sotelo,hugo sotelo,5,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/892221-1758827715.jpg
Levante UD,Jon Ander Olasagasti,jon ander olasagasti,8,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/625660-1695238891.jpg
Levante UD,Dani Requena,dani requena,6,Mediocentro,https://img.a.transfermarkt.technology/portrait/medium/945709-1784305242.jpg
Levante UD,Carlos Álvarez,carlos alvarez,10,Mediocentro ofensivo,https://img.a.transfermarkt.technology/portrait/medium/668179-1726053882.jpg
Levante UD,Thiago Fernández,thiago fernandez,24,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/1127730-1720647640.jpg
Levante UD,Roger Brugué,roger brugue,7,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/557057-1701787446.jpg
Levante UD,Paco Cortés,paco cortes,27,Extremo izquierdo,https://img.a.transfermarkt.technology/portrait/medium/1232057-1761232668.jpg
Levante UD,Kareem Tunde,kareem tunde,19,Extremo derecho,
Levante UD,Víctor García,victor garcia,17,Extremo derecho,https://img.a.transfermarkt.technology/portrait/medium/590690-1702510605.png
Levante UD,Tay Abed,tay abed,55,Extremo derecho,https://img.a.transfermarkt.technology/portrait/medium/921345-1752587415.jpg
Levante UD,Karl Etta Eyong,karl etta eyong,21,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/1038950-1759409401.jpg
Levante UD,Iván Romero,ivan romero,9,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/628886-1756192561.jpg
Levante UD,Yanis Musuayi,yanis musuayi,11,Delantero centro,https://img.a.transfermarkt.technology/portrait/medium/1299566-1729177185.jpg
FC Barcelona,Joan García,joan garcia,1,Portero,https://img.a.transfermarkt.technology/portrait/medium/561613-1747386081.jpg
FC Barcelona,Wojciech Szczęsny,wojciech szczesny,13,Portero,https://img.a.transfermarkt.technology/portrait/medium/44058-1744278078.jpg
FC Barcelona,Pau Cubarsí,pau cubarsi,5,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/962110-1712779232.jpg
FC Barcelona,Eric García,eric garcia,24,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/466794-1693604801.jpg
FC Barcelona,Gerard Martín,gerard martin,18,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/705395-1730119053.jpg
FC Barcelona,Andreas Christensen,andreas christensen,15,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/196948-1668183241.jpg
FC Barcelona,Álvaro Cortés,alvaro cortes,26,Defensa central,https://img.a.transfermarkt.technology/portrait/medium/924610-1759223668.jpg
FC Barcelona,Alejandro Balde,alejandro balde,3,Lateral izquierdo,https://img.a.transfermarkt.technology/portrait/medium/636688-1662836200.jpg
FC Barcelona,Jules Koundé,jules kounde,23,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/411975-1702502639.jpg
FC Barcelona,Héctor Fort,hector fort,12,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/937955-1702504973.jpg
FC Barcelona,João Cancelo,joao cancelo,2,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/182712-1675080937.jpg
FC Barcelona,Xavi Espart,xavi espart,36,Lateral derecho,https://img.a.transfermarkt.technology/portrait/medium/1018912-1768246502.jpg
FC Barcelona,Rodri,rodri,16,Pivote,https://img.a.transfermarkt.technology/portrait/medium/357565-1682587890.jpg
FC Barcelona,Marc Bernal,marc bernal,22,Pivote,https://img.a.transfermarkt.technology/portrait/medium/1018920-1724052540.jpg
FC Barcelona,Marc Casadó,marc casado,-,Pivote,https://img.a.transfermarkt.technology/portrait/medium/636695-1729771427.jpg
