clave,squad_id,team_slug,seccion_album,equipo,dorsal,posicion,posicion_slug,rol,rol_slug,nombre,apodo,nombre_pila,apellidos,fecha_nacimiento,lugar_nacimiento,pais,altura_cm,peso_kg,internacional,activo,cedido,cedido_fuera,foto_url,foto_grande_url,foto_cuadrada_url,person_id,opta_id,temporada
getafe-cf-86728,86728,getafe-cf,GETAFE CF,Getafe CF,16,Centrocampista,centrocampista,Jugador,jugador,Francho Serrano,Francho,Francho,Serrano,2001-10-17,Zaragoza,ES,180,72,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,14913,p494495,2026
getafe-cf-84521,84521,getafe-cf,GETAFE CF,Getafe CF,18,Centrocampista,centrocampista,Jugador,jugador,Christantus Uche,Uche,Christantus,Uche,2003-05-19,Owerri,NG,190,84,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,37306,p660392,2026
getafe-cf-85789,85789,getafe-cf,GETAFE CF,Getafe CF,21,Centrocampista,centrocampista,Jugador,jugador,Andrés García,Andres Garcia,Andrés,García,2003-02-07,,ES,185,77,false,true,true,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,31906,p606798,2026
getafe-cf-86604,86604,getafe-cf,GETAFE CF,Getafe CF,22,Centrocampista,centrocampista,Jugador,jugador,Johan Mojica,Johan Mojica,Johan,Mojica,1992-08-21,Cali,CO,185,80,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,659,p152723,2026
getafe-cf-86430,86430,getafe-cf,GETAFE CF,Getafe CF,23,Centrocampista,centrocampista,Jugador,jugador,Orel Mangala,Mangala,Orel,Mangala,1998-03-18,Brussels,BE,178,80,false,true,true,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,18108,p179519,2026
getafe-cf-84523,84523,getafe-cf,GETAFE CF,Getafe CF,28,Centrocampista,centrocampista,Jugador,jugador,Alberto Risco,Risco,Alberto,Risco,2005-08-30,Córdoba,ES,157,42,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/p654780/512x556/p654780_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p654780/1024x1113/p654780_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p654780/512x512/p654780_t1450_2026_0_002_000.jpg,35681,p654780,2026
getafe-cf-86429,86429,getafe-cf,GETAFE CF,Getafe CF,29,Centrocampista,centrocampista,Jugador,jugador,Francisco Burgos Barrionuevo,Curro,Francisco,Burgos Barrionuevo,2004-05-30,Jaén,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,38797,p675560,2026
getafe-cf-86432,86432,getafe-cf,GETAFE CF,Getafe CF,30,Centrocampista,centrocampista,Jugador,jugador,Óscar López,O. Lopez,Óscar,López,2006-08-13,,BO,180,70,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,47146,p679262,2026
getafe-cf-86138,86138,getafe-cf,GETAFE CF,Getafe CF,31,Centrocampista,centrocampista,Jugador,jugador,Mohamed Hamdoune,Moha,Mohamed,Hamdoune,2004-05-24,Tetuán,MA,,,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,47056,p639184,2026
getafe-cf-84528,84528,getafe-cf,GETAFE CF,Getafe CF,7,Delantero,delantero,Jugador,jugador,Juan Miguel Jiménez López,Juanmi,Juan Miguel,Jiménez López,1993-05-20,Coín,ES,172,69,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/p80287/512x556/p80287_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p80287/1024x1113/p80287_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p80287/512x512/p80287_t1450_2026_0_002_000.jpg,647,p80287,2026
getafe-cf-84529,84529,getafe-cf,GETAFE CF,Getafe CF,9,Delantero,delantero,Jugador,jugador,Borja Mayoral,B. Mayoral,Borja,Mayoral,1997-04-05,Parla,ES,182,68,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/p199248/512x556/p199248_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p199248/1024x1113/p199248_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p199248/512x512/p199248_t1450_2026_0_002_000.jpg,1819,p199248,2026
getafe-cf-84527,84527,getafe-cf,GETAFE CF,Getafe CF,10,Delantero,delantero,Jugador,jugador,Martín Satriano,Satriano,Martín,Satriano,2001-02-20,Montevideo,UY,187,75,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/p474843/512x556/p474843_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p474843/1024x1113/p474843_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p474843/512x512/p474843_t1450_2026_0_002_000.jpg,17660,p474843,2026
getafe-cf-86592,86592,getafe-cf,GETAFE CF,Getafe CF,19,Delantero,delantero,Jugador,jugador,Enes Ünal,Enes Ünal,Enes,Ünal,1997-05-10,Bursa,TR,187,78,true,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,6199,p168636,2026
getafe-cf-87065,87065,getafe-cf,GETAFE CF,Getafe CF,20,Delantero,delantero,Jugador,jugador,Iván Azón,Ivan,Iván,Azón,2002-12-24,Zaragoza,ES,182,79,false,true,true,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,15772,p503798,2026
getafe-cf-86431,86431,getafe-cf,GETAFE CF,Getafe CF,27,Delantero,delantero,Jugador,jugador,Ebrahima Drammeh,Ibra Drj,Ebrahima,Drammeh,2007-01-06,,GM,,,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/default/512x556/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/1024x1113/default_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/default/512x512/default_t1450_2026_0_002_000.jpg,47145,p748228,2026
getafe-cf-84534,84534,getafe-cf,GETAFE CF,Getafe CF,32,Delantero,delantero,Jugador,jugador,José Luis Pérez del Amo,Joselu,José Luis,Pérez del Amo,2004-03-12,Villalbilla,ES,183,67,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/p619893/512x556/p619893_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p619893/1024x1113/p619893_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/p619893/512x512/p619893_t1450_2026_0_002_000.jpg,34986,p619893,2026
getafe-cf-84537,84537,getafe-cf,GETAFE CF,Getafe CF,,Segundo entrenador,segundo-entrenador,Segundo entrenador,segundo-entrenador,Patricio Moreno Ruiz,Patri,Patricio,Moreno Ruiz,1977-03-21,Don Benito,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t1450/man53355/512x556/man53355_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/man53355/1024x1113/man53355_t1450_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t1450/man53355/512x512/man53355_t1450_2026_0_002_000.jpg,15078,man53355,2026
levante-ud-84568,84568,levante-ud,LEVANTE UD,Levante UD,,Entrenador,entrenador,Entrenador,entrenador,Luís Manuel Ferreira de Castro,Luis Castro,Luís Manuel,Ferreira de Castro,1980-05-07,Moreira de Cónegos,PT,,,false,true,false,false,https://assets.laliga.com/squad/2026/t855/man52615/512x556/man52615_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/man52615/1024x1113/man52615_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/man52615/512x512/man52615_t855_2026_0_002_000.jpg,40964,man52615,2026
levante-ud-84540,84540,levante-ud,LEVANTE UD,Levante UD,1,Portero,portero,Jugador,jugador,Pablo Campos,P. Campos,Pablo,Campos,2002-04-28,Valencia,ES,188,78,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p523865/512x556/p523865_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p523865/1024x1113/p523865_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p523865/512x512/p523865_t855_2026_0_002_000.jpg,18830,p523865,2026
levante-ud-86579,86579,levante-ud,LEVANTE UD,Levante UD,13,Portero,portero,Jugador,jugador,Mathew Ryan,Ryan,Mathew,Ryan,1992-04-08,Plumpton,AU,184,82,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/male_1_002.jpeg,1885,p131897,2026
levante-ud-86677,86677,levante-ud,LEVANTE UD,Levante UD,36,Portero,portero,Jugador,jugador,Ihor Galdin,Ihor Galdin,Ihor,Galdin,2010-06-14,Odesa,UA,189,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/male_1_002.jpeg,47216,p749254,2026
levante-ud-85790,85790,levante-ud,LEVANTE UD,Levante UD,2,Defensa,defensa,Jugador,jugador,Aïssa Mandi,Mandi,Aïssa,Mandi,1991-10-22,Châlons-en-Champagne,DZ,186,81,true,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,4611,p86813,2026
levante-ud-86837,86837,levante-ud,LEVANTE UD,Levante UD,3,Defensa,defensa,Jugador,jugador,Ifeanyi Ndukwe,Ndukwe,Ifeanyi,Ndukwe,2008-03-03,,AT,198,,false,true,true,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,46996,p591617,2026
levante-ud-84543,84543,levante-ud,LEVANTE UD,Levante UD,4,Defensa,defensa,Jugador,jugador,Adrián de la Fuente,Dela,Adrián,de la Fuente,1999-02-26,El Escorial,ES,179,77,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p437808/512x556/p437808_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p437808/1024x1113/p437808_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p437808/512x512/p437808_t855_2026_0_002_000.jpg,9395,p437808,2026
levante-ud-84545,84545,levante-ud,LEVANTE UD,Levante UD,14,Defensa,defensa,Jugador,jugador,Jorge Cabello,Cabello,Jorge,Cabello,2004-04-25,,ES,180,71,false,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,35597,p648762,2026
levante-ud-84546,84546,levante-ud,LEVANTE UD,Levante UD,17,Defensa,defensa,Jugador,jugador,Víctor García,Víctor G.,Víctor,García,1997-09-16,Valencia,ES,180,79,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p465278/512x556/p465278_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p465278/1024x1113/p465278_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p465278/512x512/p465278_t855_2026_0_002_000.jpg,8823,p465278,2026
levante-ud-84547,84547,levante-ud,LEVANTE UD,Levante UD,22,Defensa,defensa,Jugador,jugador,Jeremy Toljan,Toljan,Jeremy,Toljan,1994-08-08,Stuttgart,DE,182,74,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p160540/512x556/p160540_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p160540/1024x1113/p160540_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p160540/512x512/p160540_t855_2026_0_002_000.jpg,6477,p160540,2026
levante-ud-86077,86077,levante-ud,LEVANTE UD,Levante UD,23,Defensa,defensa,Jugador,jugador,Manu Sánchez,Manu Sánchez,Manu,Sánchez,2000-08-24,Madrid,ES,171,70,false,true,true,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,9807,p465494,2026
levante-ud-84549,84549,levante-ud,LEVANTE UD,Levante UD,29,Defensa,defensa,Jugador,jugador,Nacho Pérez,Nacho Perez,Nacho,Pérez,2008-08-29,Turís,ES,176,66,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p704770/512x556/p704770_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p704770/1024x1113/p704770_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p704770/512x512/p704770_t855_2026_0_002_000.jpg,41234,p704770,2026
levante-ud-86678,86678,levante-ud,LEVANTE UD,Levante UD,33,Defensa,defensa,Jugador,jugador,Marc Santos,Marc Santos,Marc,Santos,2010-11-09,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,47217,p719440,2026
levante-ud-85879,85879,levante-ud,LEVANTE UD,Levante UD,5,Centrocampista,centrocampista,Jugador,jugador,Hugo Sotelo,Hugo Sotelo,Hugo,Sotelo,2003-12-19,Vigo,ES,180,75,false,true,true,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,19086,p538283,2026
levante-ud-85827,85827,levante-ud,LEVANTE UD,Levante UD,6,Centrocampista,centrocampista,Jugador,jugador,Dani Requena,Requena,Dani,Requena,2004-02-12,Cenes de la Vega,ES,186,76,false,true,true,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,32786,p621306,2026
levante-ud-84554,84554,levante-ud,LEVANTE UD,Levante UD,8,Centrocampista,centrocampista,Jugador,jugador,Jon Ander Olasagasti,Olasagasti,Jon Ander,Olasagasti,2000-08-16,San Sebastián,ES,176,74,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p513945/512x556/p513945_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p513945/1024x1113/p513945_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p513945/512x512/p513945_t855_2026_0_002_000.jpg,19029,p513945,2026
levante-ud-84552,84552,levante-ud,LEVANTE UD,Levante UD,18,Centrocampista,centrocampista,Jugador,jugador,Enzo Bardeli,Enzo Bardeli,Enzo,Bardeli,2001-04-11,Dunkerque,FR,173,65,false,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,46216,p492841,2026
levante-ud-84556,84556,levante-ud,LEVANTE UD,Levante UD,20,Centrocampista,centrocampista,Jugador,jugador,Oriol Rey,O. Rey,Oriol,Rey,1998-02-25,Barcelona,ES,177,71,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p242310/512x556/p242310_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p242310/1024x1113/p242310_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p242310/512x512/p242310_t855_2026_0_002_000.jpg,14937,p242310,2026
levante-ud-86545,86545,levante-ud,LEVANTE UD,Levante UD,24,Centrocampista,centrocampista,Jugador,jugador,Thiago Fernández,Thiago,Thiago,Fernández,2004-04-03,Buenos Aires,AR,175,68,false,true,true,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,45089,p575889,2026
levante-ud-84566,84566,levante-ud,LEVANTE UD,Levante UD,27,Centrocampista,centrocampista,Jugador,jugador,Paco Cortés,P. Cortes,Paco,Cortés,2007-08-11,Granada,ES,178,,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p648430/512x556/p648430_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p648430/1024x1113/p648430_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p648430/512x512/p648430_t855_2026_0_002_000.jpg,35827,p648430,2026
levante-ud-86679,86679,levante-ud,LEVANTE UD,Levante UD,34,Centrocampista,centrocampista,Jugador,jugador,Manel Usedo,Manel Usedo,Manel,Usedo,2007-07-01,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,47215,p749255,2026
levante-ud-86680,86680,levante-ud,LEVANTE UD,Levante UD,38,Centrocampista,centrocampista,Jugador,jugador,Alberto Calatrava,Calatrava,Alberto,Calatrava,2005-02-03,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,47218,p645746,2026
levante-ud-86993,86993,levante-ud,LEVANTE UD,Levante UD,,Centrocampista,centrocampista,Jugador,jugador,Axel Tape,Axel Tape,Axel,Tape,2007-08-10,Bondy,FR,180,75,false,true,true,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,39535,p669592,2026
levante-ud-84553,84553,levante-ud,LEVANTE UD,Levante UD,7,Delantero,delantero,Jugador,jugador,Roger Brugué,R. Brugué,Roger,Brugué,1996-11-04,Báscara,ES,173,68,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p439878/512x556/p439878_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p439878/1024x1113/p439878_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p439878/512x512/p439878_t855_2026_0_002_000.jpg,7170,p439878,2026
levante-ud-84562,84562,levante-ud,LEVANTE UD,Levante UD,9,Delantero,delantero,Jugador,jugador,Iván Romero,I. Romero,Iván,Romero,2001-04-10,La Solana,ES,172,72,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p521508/512x556/p521508_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p521508/1024x1113/p521508_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p521508/512x512/p521508_t855_2026_0_002_000.jpg,15893,p521508,2026
levante-ud-86276,86276,levante-ud,LEVANTE UD,Levante UD,11,Delantero,delantero,Jugador,jugador,Yanis Musuayi,Yanis Musuayi,Yanis,Musuayi,2007-06-26,,BE,190,83,false,true,false,false,https://assets.laliga.com/squad/2026/t855/default/512x556/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/1024x1113/default_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/default/512x512/default_t855_2026_0_002_000.jpg,47105,p664880,2026
levante-ud-84564,84564,levante-ud,LEVANTE UD,Levante UD,21,Delantero,delantero,Jugador,jugador,Karl Etta Eyong,Etta Eyong,Karl,Etta Eyong,2003-10-14,Douala,CM,181,75,false,true,false,false,https://assets.laliga.com/squad/2026/t855/p588010/512x556/p588010_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p588010/1024x1113/p588010_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/p588010/512x512/p588010_t855_2026_0_002_000.jpg,27822,p588010,2026
levante-ud-84569,84569,levante-ud,LEVANTE UD,Levante UD,,Segundo entrenador,segundo-entrenador,Segundo entrenador,segundo-entrenador,Carlos Garcia,Carlos Garcia,Carlos,Garcia,1982-01-07,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t855/man66619/512x556/man66619_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/man66619/1024x1113/man66619_t855_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t855/man66619/512x512/man66619_t855_2026_0_002_000.jpg,43307,man66619,2026
real-madrid-84776,84776,real-madrid,REAL MADRID CF,Real Madrid,,Entrenador,entrenador,Entrenador,entrenador,José Mário dos Santos Mourinho Félix,José Mourinho,José Mário,dos Santos Mourinho Félix,1963-01-26,Setúbal,PT,,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/manager_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/manager_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/manager_002.jpeg,2398,man134,2026
real-madrid-84728,84728,real-madrid,REAL MADRID CF,Real Madrid,1,Portero,portero,Jugador,jugador,Thibaut Courtois,Courtois,Thibaut,Courtois,1992-05-11,Bree,BE,200,96,true,true,false,false,https://assets.laliga.com/squad/2026/t186/p60772/512x556/p60772_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p60772/1024x1113/p60772_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p60772/512x512/p60772_t186_2026_0_002_000.jpg,560,p60772,2026
real-madrid-84729,84729,real-madrid,REAL MADRID CF,Real Madrid,13,Portero,portero,Jugador,jugador,Andrii Lunin,Lunin,Andrii,Lunin,1999-02-11,Krasnograd,UA,191,80,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p224965/512x556/p224965_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p224965/1024x1113/p224965_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p224965/512x512/p224965_t186_2026_0_002_000.jpg,6724,p224965,2026
real-madrid-84732,84732,real-madrid,REAL MADRID CF,Real Madrid,26,Portero,portero,Jugador,jugador,Sergio Mestre,Mestre,Sergio,Mestre,2005-02-13,Boadilla del Monte,ES,193,80,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p593179/512x556/p593179_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p593179/1024x1113/p593179_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p593179/512x512/p593179_t186_2026_0_002_000.jpg,30444,p593179,2026
real-madrid-84731,84731,real-madrid,REAL MADRID CF,Real Madrid,31,Portero,portero,Jugador,jugador,Javi Navarro,Javi Navarro,Javi,Navarro,2007-01-25,Madrid,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p675131/512x556/p675131_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p675131/1024x1113/p675131_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p675131/512x512/p675131_t186_2026_0_002_000.jpg,43043,p675131,2026
real-madrid-84738,84738,real-madrid,REAL MADRID CF,Real Madrid,2,Defensa,defensa,Jugador,jugador,Raúl Asencio,Asencio,Raúl,Asencio,2003-02-13,Las Palmas de Gran Canaria,ES,184,79,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p551497/512x556/p551497_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p551497/1024x1113/p551497_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p551497/512x512/p551497_t186_2026_0_002_000.jpg,37548,p551497,2026
real-madrid-84736,84736,real-madrid,REAL MADRID CF,Real Madrid,3,Defensa,defensa,Jugador,jugador,Éder Gabriel Militão Pinheiro,E. Militão,Éder Gabriel,Militão Pinheiro,1998-01-18,Sertãozinho,BR,186,78,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p218449/512x556/p218449_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p218449/1024x1113/p218449_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p218449/512x512/p218449_t186_2026_0_002_000.jpg,8867,p218449,2026
real-madrid-84743,84743,real-madrid,REAL MADRID CF,Real Madrid,4,Defensa,defensa,Jugador,jugador,Dean Huijsen,Huijsen,Dean,Huijsen,2005-04-14,Amsterdam,ES,195,87,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p554605/512x556/p554605_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p554605/1024x1113/p554605_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p554605/512x512/p554605_t186_2026_0_002_000.jpg,31937,p554605,2026
real-madrid-84737,84737,real-madrid,REAL MADRID CF,Real Madrid,12,Defensa,defensa,Jugador,jugador,Trent Alexander-Arnold,Trent,Trent,Alexander-Arnold,1998-10-07,Liverpool,GB-ENG,175,67,false,true,false,false,https://assets.laliga.com/squad/2026/t186/p169187/512x556/p169187_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p169187/1024x1113/p169187_t186_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t186/p169187/512x512/p169187_t186_2026_0_002_000.jpg,6959,p169187,2026
